id,item,response
cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP,fork,2. A fork can be used as a utensil to cook food.
cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP,fork,3. A fork can be used to serve food.
cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP,fork,4. A fork can be used as a tool to eat difficult foods such as lobster or steak.
cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP,fork,5. A fork can be used to play musical instruments such as the violin or
cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,fork,1. Eating soup
cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,fork,2. Holding up a table
cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,fork,3. Using as a hairbrush
cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,fork,4. Wearing as a necklace
cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,fork,5. Building a fort
cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,fork,6. Pretending to be a telephone
cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,fork,7. Using as chopsticks
cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,fork,8. Making music with it 
cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,fork,9. Digging in the sand
cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV,fork,1. A fork can be used as a hairpin.
cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV,fork,2. A fork can be used to eat soup.
cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV,fork,3. A fork can be used as a back scratcher.
cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV,fork,4. A fork can be used to pick up food that has fallen on the floor.
cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV,fork,5. A fork can be used to play the piano.
cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3,fork,1. Use a fork to eat soup.
cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3,fork,2. Stick a fork in a piece of fruit to eat it.
cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3,fork,3. Use a fork as a spoon when eating cereal or yogurt.
cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3,fork,4. Hold a fork like chopsticks to eat rice or noodles.
cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3,fork,5. Stick a fork in your hair to hold it back while you're cooking.
cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj,fork,1. Use a fork to comb your hair.
cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj,fork,2. Use a fork to apply makeup.
cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj,fork,3. Use a fork as a toothpick.
cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj,fork,4. Stick a fork in an electrical outlet to see if it's still working.
cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj,fork,5. Hold a fork by the tines and use the handle as a drumstick.
cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj,fork,6. Place a fork in front of a
cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H,fork,1. Use a fork to fluff up your hair for a quick and easy hairstyle.
cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H,fork,2. Stick a fork in an electrical outlet to see if it's still working.
cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H,fork,3. Use a fork as a bookmark in your favorite book.
cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H,fork,4. Straighten out a bent fork with another fork.
cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H,fork,5. Curl your lashes with a clean fork tine for
cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y,fork,1. A fork can be used as a back scratcher.
cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y,fork,2. A fork can be used as a toothpick.
cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y,fork,3. A fork can be used to remove splinters.
cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y,fork,4. A fork can be used to apply makeup.
cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y,fork,5. A fork can be used to comb your hair.
cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y,fork,6. A fork can be used to open bottles and cans.
cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,fork,1. Drive nails into wood
cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,fork,2. Pick up food from a plate
cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,fork,3. Hold hair in place while braiding
cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,fork,4. Eat soup without making a mess
cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,fork,5. Dig in the dirt
cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,fork,6. Measure ingredients
cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,fork,7. Play the piano
cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,fork,8. Make a snow angel
cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,fork,9. Comb your hair
cmpl-4zrb7jeIL1TFrfKlWLLLftejtTyZb,fork,1. Forks can be used as impromptu toothpicks. Simply insert the tines of the fork into your teeth and give them a good cleaning.
cmpl-4zrb7jeIL1TFrfKlWLLLftejtTyZb,fork,2. If you're ever in a pinch and need to open a bottle of wine use a fork! Stick the fork into the cork and twist it until the cork pops out.
cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL,fork,1. A fork can be used to eat food.
cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL,fork,2. A fork can be used to pick up food that has fallen on the ground.
cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL,fork,3. A fork can be used to help cut food into smaller pieces.
cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL,fork,4. A fork can be used as a shovel to scoop up food onto your plate.
cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL,fork,5. A fork can be used as a projectile in a
cmpl-4zrbJ1ywGvexOFDxf6gmBhbuPPecR,tin can,1. A Tin Can Telephone: This is a classic use for a tin can  and one that has been around for generations. All you need are two tin cans  some string  and something to punch holes in the bottom of the cans (a nail or a sharp object). Once you have your materials    simply tie the string between the two cans  making sure that the string is tight
cmpl-4zrbN3psnyAw89kktoFkUMgimFZjc,tin can,1. A tin can could be used as a vase for flowers.
cmpl-4zrbN3psnyAw89kktoFkUMgimFZjc,tin can,2. It could be used as a pen holder on a desk.
cmpl-4zrbN3psnyAw89kktoFkUMgimFZjc,tin can,3. A tin can could be used to store loose change.
cmpl-4zrbN3psnyAw89kktoFkUMgimFZjc,tin can,4. It could be used to hold toothpicks on a counter top.
cmpl-4zrbN3psnyAw89kktoFkUMgimFZjc,tin can,5. A tin can might be used as a planter for small plants or
cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,tin can,1. A tin can telephone
cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,tin can,2. A candle holder
cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,tin can,3. A pen/pencil holder
cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,tin can,4. A vase
cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,tin can,5. A bird feeder
cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,tin can,6. A planter
cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,tin can,7.A wind chime 
cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,tin can,8.A homemade musical instrument 
cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,tin can,9.A storage container
cmpl-4zrbTqtxt7KQ7CDXrryUu5jgWJ69a,tin can,1. A tin can can be used as a vase.
cmpl-4zrbTqtxt7KQ7CDXrryUu5jgWJ69a,tin can,2. A tin can can be used as a planter.
cmpl-4zrbTqtxt7KQ7CDXrryUu5jgWJ69a,tin can,3. A tin can can be used to hold pens and pencils.
cmpl-4zrbTqtxt7KQ7CDXrryUu5jgWJ69a,tin can,4. A tin can can be used as a coin bank.
cmpl-4zrbTqtxt7KQ7CDXrryUu5jgWJ69a,tin can,5. A tin can can be used as a candle holder.
cmpl-4zrbYEeeRyYskiBlOLBZdW7zFQkf8,tin can,1. A tin can can be used as a vase for flowers.
cmpl-4zrbYEeeRyYskiBlOLBZdW7zFQkf8,tin can,2. It can be used as a candle holder.
cmpl-4zrbYEeeRyYskiBlOLBZdW7zFQkf8,tin can,3. A tin can can be used to store small items such as buttons  beads  and other craft supplies.
cmpl-4zrbYEeeRyYskiBlOLBZdW7zFQkf8,tin can,4. It makes a great piggy bank!
cmpl-4zrbYEeeRyYskiBlOLBZdW7zFQkf8,tin can,5. A tin can can be used as a planter for small plants
cmpl-4zrbcJSjnrQGQryl58b1WsAPwo0An,tin can,A tin can be used as A small planter for succulents or cacti.
cmpl-4zrbcJSjnrQGQryl58b1WsAPwo0An,tin can,A tin can be used as A pencil holder on A desk.
cmpl-4zrbcJSjnrQGQryl58b1WsAPwo0An,tin can,A tin can can be cut in half and used as salt and pepper shakers.
cmpl-4zrbcJSjnrQGQryl58b1WsAPwo0An,tin can,A tin can be used to hold paperclips or other small office supplies.
cmpl-4zrbcJSjnrQGQryl58b1WsAPwo0An,tin can,A tin can be painted
cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,tin can,1. A tin can telephone
cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,tin can,2. A tin can lantern
cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,tin can,3. A plant pot
cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,tin can,4. A vase
cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,tin can,5. A bird feeder
cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,tin can,6. An ashtray
cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,tin can,7. A pencil holder
cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,tin can,8. A paintbrush holder
cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,tin can,9.A coin bank
cmpl-4zrbjCwsB0SqWvKxicy8LGk53flyr,tin can,1. A tin can can be used as a small planter for succulents or cacti.
cmpl-4zrbjCwsB0SqWvKxicy8LGk53flyr,tin can,2. Turn a tin can into a pencil holder by painting it and adding some fun embellishments.
cmpl-4zrbjCwsB0SqWvKxicy8LGk53flyr,tin can,3. Use a tin can to make your own mini piñata filled with candy or other treats.
cmpl-4zrbjCwsB0SqWvKxicy8LGk53flyr,tin can,4. Cut out stars from paper and glue them onto
cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu,tin can,1. A tin can could be used as a vase for flowers.
cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu,tin can,2. It could be used as a candle holder.
cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu,tin can,3. It could be used to hold pencils or pens on a desk.
cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu,tin can,4. It could be used to hold makeup brushes on a vanity.
cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu,tin can,5. It could be used to store coins or other small items.
cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA,tin can,A tin can be used as A coin bank.
cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA,tin can,A tin can be used to store pencils and pens.
cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA,tin can,A tin can be used as A vase for flowers.
cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA,tin can,A tin can be used as A container for homemade candles.
cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA,tin can,A tin can be used as A planter for small plants or herbs.
cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,tin can,1. Make a tin can telephone.
cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,tin can,2. Use it as a coin bank.
cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,tin can,3. Turn it into a vase or planter.
cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,tin can,4. Make a lantern out of it.
cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,tin can,5. Use it as part of a homemade wind chime or mobile.
cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,tin can,6. Decorate it and use it as a gift box or jewelry holder.
cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z4,tin can,A tin can can be used as A vase for flowers.
cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z5,tin can,A tin can can be used to hold pens and pencils.
cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z6,tin can,A tin can can be used as A coin bank.
cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z7,tin can,A tin can can be used to make A wind chime.
cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z8,tin can,A tin can can be used to make A candle holder.
cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,tin can,1. A tin can telephone
cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,tin can,2. A candle holder
cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,tin can,3. A plant pot
cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,tin can,4. A pencil holder
cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,tin can,5. A coin bank
cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,tin can,6. A picture frame
cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,tin can,7.A vase 
cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,tin can,8.A Travel mug 
cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,tin can,9.A dog bowl
cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D0,tin can,1. Make a candle holder by punching holes in the top and bottom of the can.
cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D1,tin can,2. Turn it into a vase or planter.
cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D2,tin can,3. Use it as a pencil holder on your desk.
cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D3,tin can,4. Fill it with candy or other small treats and give it as a gift.
cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D4,tin can,5. Decorate it and use it as part of a centerpiece or table
cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,tin can,1. A tin can telephone
cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,tin can,2. A tin can lantern
cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,tin can,3. A tin can stove
cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,tin can,4. A tin can wind chime
cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,tin can,5. A tin can piñata
cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,tin can,6. A tin can planter
cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,tin can,7. A tin can bird feeder
cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,tin can,8. A tin can candle holder
cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,tin can,9. A tin can robot
cmpl-4zrcIVXoehFFYCRYyynvdd5IJPIST,tin can,1. Make a wind chime out of tin cans and metal spoons.
cmpl-4zrcIVXoehFFYCRYyynvdd5IJPIST,tin can,2. Cut the top off a tin can and use it as a planter for small succulents or cacti.
cmpl-4zrcIVXoehFFYCRYyynvdd5IJPIST,tin can,3. Turn a tin can into a cute piggy bank by painting it pink and adding eyes  nostrils  and a coin slot in the top.
cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,tin can,1. Plant a herb garden in tin cans.
cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,tin can,2. Make a wind chime out of tin cans and beads.
cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,tin can,3. Use tin cans as candle holders for an outdoor party.
cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,tin can,4. Create a mini Zen garden in a tin can.
cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,tin can,5. Make a robot out of recycled materials  including tin cans.
cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,tin can,6. Turn a tin can into a night light
cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x,tin can,1. A tin can be used as a vase for flowers.
cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x,tin can,2. A tin can be used to hold pens and pencils.
cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x,tin can,3. A tin can be used as a container for plants.
cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x,tin can,4. A tin can be used to store spices in the kitchen.
cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x,tin can,5. A tin can be used to organize makeup brushes on a vanity table. 
cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J,tin can,1. A tin can could be used as a vase for flowers.
cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J,tin can,2. It could be used as a pencil holder on a desk.
cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J,tin can,3. A tin can could be used to hold makeup brushes on a dressing table.
cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J,tin can,4. It could be used to hold pens and markers in an art studio.
cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J,tin can,5. A tin can could be used as a cookie jar
cmpl-4zrcYjzKqIIyHAfl5D4gYpEMjoKxu,tin can,1. A tin can could be used as a planter for small plants or herbs.
cmpl-4zrcYjzKqIIyHAfl5D4gYpEMjoKxu,tin can,2. It could also be used as a candle holder
cmpl-4zrcYjzKqIIyHAfl5D4gYpEMjoKxu,tin can,3. For those who love baking  a tin can be turned into a mini-loaf pan perfect for individual servings.
cmpl-4zrcYjzKqIIyHAfl5D4gYpEMjoKxu,tin can,4. Have trouble opening jars?
cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,tin can,A tin can be used as A makeshift candle.
cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,tin can,A tin can be used to store small items like paper clips or jewelry.
cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,tin can,A tin can be used as A vase for flowers.
cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,tin can,A tin can be used as A pen holder.
cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,tin can,A tin can be used as A coin bank.
cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,tin can,A tin can be turned into A wind chime
cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW,tin can,1. A tin can can be used as a small planter for herbs or succulents.
cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW,tin can,2. Use a tin can to create a DIY candle holder or tea light holder.
cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW,tin can,3. Make a mini piñata out of a tin can – perfect for parties or decoration!
cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW,tin can,4. Decorate a tin can and use it as cute storage for pens and pencils
cmpl-4zrckGN0dM4lds8vCNfKvayt3Ir4z,tin can,1. Create a fun wind chime by painting and decorating tin cans of different sizes  then punching holes in the top and bottom of each can. Suspend them from string or wire at different lengths to create unique tones.
cmpl-4zrckGN0dM4lds8vCNfKvayt3Ir4z,tin can,2. Make a mini piñata by filling a small tin can with candy  then covering the opening with paper and securing it with tape or glue.
cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz,tin can,1. Make a wind chime out of a tin can and some string.
cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz,tin can,2. Turn a tin can into a plant holder by painting it and adding drainage holes.
cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz,tin can,3. Use a tin can as a pencil holder on your desk.
cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz,tin can,4. Make a mini trash can out of a tin can by decorating it and adding a lid.
cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz,tin can,5. Create art by
cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31,tin can,1. A tin can could be used as a vase for flowers.
cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31,tin can,2. It could be used as a container for paintbrushes.
cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31,tin can,3. A tin can could be used to hold pencils or pens on a desk.
cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31,tin can,4. It could be used as a planter for small plants or herbs.
cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31,tin can,5. A tin can could be used to store coins
cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G,tin can,1. A tin can could be used as a vase.
cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G,tin can,2. A tin can could be used as a container for pens and pencils.
cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G,tin can,3. A tin can could be used as a coin bank.
cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G,tin can,4. A tin can could be used to hold keys.
cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G,tin can,5. A tin can could be used as a paperweight.
cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,tin can,1. Make a wind chime out of a tin can and some string.
cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,tin can,2. Use a tin can as a plant pot.
cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,tin can,3. Turn a tin can into a pencil holder.
cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,tin can,4. Upcycle a tin can into a vase
cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,tin can,candle holder
cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,tin can,5. Make your own mini trash can out of an old tin can.
cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,tin can,6. Create illuminated lantern
cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,tin can,1. A can opener
cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,tin can,2. A colander
cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,tin can,3. A candle holder
cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,tin can,4. A vase
cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,tin can,5. A pen holder
cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,tin can,6. An ashtray
cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,tin can,7. A bird feeder
cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,tin can,8.A wind chime 
cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,tin can,9.A planter
cmpl-4zrdAUqGiLghD5AjfihSegqsCWnLT,tin can,1. A tin can can be used as a planter for small plants or herbs.
cmpl-4zrdAUqGiLghD5AjfihSegqsCWnLT,tin can,2. Cut the top off of a tin can and use it as a pencil holder on your desk.
cmpl-4zrdAUqGiLghD5AjfihSegqsCWnLT,tin can,3. Use a tin can as a vase for fresh flowers.
cmpl-4zrdAUqGiLghD5AjfihSegqsCWnLT,tin can,4. Make a wind chime out of old tin cans and some string or wire.
cmpl-4zrdDeq7FkGc7hNoiW5nBllPOvLaB,tin can,1. A tin can can be used as a vase.
cmpl-4zrdDeq7FkGc7hNoiW5nBllPOvLaB,tin can,2. A tin can can be used to make a wind chime.
cmpl-4zrdDeq7FkGc7hNoiW5nBllPOvLaB,tin can,3. A tin can can be used as a planter.
cmpl-4zrdDeq7FkGc7hNoiW5nBllPOvLaB,tin can,4. A tin can can be used as a bird feeder.
cmpl-4zrdDeq7FkGc7hNoiW5nBllPOvLaB,tin can,5. A tin can can be used to hold pencils or pens on a desk.
